Order ID,Order Date,Quantity ordered new,Unit Price,Sales,Discount_%,Shipping Cost,Profit,Product Base Margin
87812,2015-03-08,17,5.34,95.1,9,2.99,9.486,0.38
87812,2015-03-08,5,140.98,734.74,7,53.48,-263.65,0.65
87812,2015-03-08,11,205.99,1882.87,6,5.26,890.181,0.56
87813,2015-05-05,36,230.98,8834.58,0,23.78,6095.860199999999,0.6
89847,2015-03-27,10,8.12,78.54,6,2.83,-82.83,0.77
89847,2015-03-27,12,51.65,605.1,5,18.45,25.04,0.65
89848,2015-04-07,9,40.48,355.84,10,19.99,-580.32,0.77
89847,2015-03-27,10,175.99,1346.32,10,8.99,928.9607999999998,0.57
89849,2015-02-07,20,14.81,292.18,8,13.32,-131.61720000000003,0.43
32869,2015-03-27,41,8.12,322.03,6,2.83,-82.83,0.77
32869,2015-03-27,49,51.65,2470.84,5,18.45,25.04,0.65
32869,2015-03-27,39,175.99,5250.66,10,8.99,930.9870000000001,0.57
8994,2015-04-07,36,40.48,1423.35,10,19.99,-580.32,0.77
53410,2015-02-07,79,14.81,1154.12,8,13.32,-253.11,0.43
44517,2015-04-23,5,5.28,32.5,3,5.61,-16.67,0.4
55392,2015-06-06,30,6.47,193.95,2,1.22,40.2,0.4
55392,2015-06-06,59,2.84,158.8,7,0.93,3.21,0.54
36647,2015-06-30,32,7.89,274.26,1,2.82,38.7,0.4
36647,2015-06-30,24,3.68,83.16,9,1.32,-21.91,0.83
36647,2015-06-30,27,9.71,261.93,10,9.45,-119.77,0.6
32420,2015-01-29,42,5.02,210.1,7,5.14,-168.72,0.79
32420,2015-01-29,23,280.98,6499.87,7,57.0,-439.62,0.78
3042,2015-05-20,88,4.26,351.56,10,1.2,15.42,0.44
87980,2015-05-20,22,4.26,87.89,10,1.2,33.924,0.44
87977,2015-04-23,1,5.28,6.5,3,5.61,-16.67,0.4
87979,2015-06-30,8,7.89,68.56,1,2.82,46.440000000000005,0.4
87979,2015-06-30,6,3.68,20.79,9,1.32,-17.528,0.83
87979,2015-06-30,7,9.71,67.91,10,9.45,-95.816,0.6
87978,2015-06-06,15,2.84,40.37,7,0.93,3.852,0.54
89344,2015-02-28,14,8.5,122.25,0,1.99,71.7356,0.49
89344,2015-02-28,2,95.43,206.09,3,19.99,-79.3208,0.79
91053,2015-06-24,6,10.64,66.9,4,5.16,24.095999999999997,0.57
91053,2015-06-24,15,2.78,43.13,3,1.34,6.9719999999999995,0.45
91054,2015-04-11,1,7.28,11.21,1,11.15,-24.246,0.37
90359,2015-03-15,1,125.99,100.38,9,8.99,-605.374,0.55
90359,2015-03-15,4,17.98,66.32,10,4.0,-99.55,0.79
90362,2015-04-26,12,101.41,1178.32,9,35.0,-801.1547999999999,0.82
90361,2015-06-15,6,350.98,2016.32,6,30.0,797.856,0.61
90360,2015-06-07,12,48.04,612.25,2,5.79,422.4525,0.37
90361,2015-06-15,4,70.98,313.63,2,46.74,-178.216,0.56
90361,2015-06-15,15,27.48,397.17,4,4.0,-26.656,0.75
87725,2015-01-28,1,59.98,63.48,2,3.99,-54.622,0.57
87725,2015-01-28,9,5.18,47.64,3,5.74,-126.81418000000001,0.36
87726,2015-01-17,13,119.99,1545.58,3,56.14,1400.1,0.39
87727,2015-05-25,20,125.99,2104.99,9,8.99,916.6806000000001,0.55
87726,2015-01-17,3,115.79,353.1,5,1.99,67.59999999999992,0.49
91200,2015-01-12,10,27.75,257.52,9,19.99,-224.644,0.67
91201,2015-02-27,3,130.98,411.64,6,54.74,14.76,0.69
90438,2015-03-11,1,2.61,17.59,6,0.5,10.85,0.39
90438,2015-03-11,22,6.35,141.54,1,1.02,97.66259999999998,0.39
90437,2015-06-04,4,218.75,905.4,6,69.64,-453.2,0.77
90439,2015-04-12,2,119.99,243.86,6,14.0,-207.679788,0.36
90258,2015-02-11,1,37.94,39.97,3,5.08,-7.524400000000001,0.38
86639,2015-05-29,5,20.99,92.96,0,3.3,-92.96100000000001,0.81
87525,2015-04-27,12,125.99,1362.2,0,8.99,613.89576,0.57
86279,2015-01-30,11,31.78,336.64,10,1.99,232.28159999999997,0.42
88667,2015-03-19,14,30.73,429.33,8,4.0,-45.07,0.75
88667,2015-03-19,3,14.56,44.66,5,3.5,-8.53,0.58
88667,2015-03-19,5,299.99,1619.95,0,11.64,285.95,0.5
88666,2015-01-14,7,7.77,56.44,8,9.23,-209.25,0.58
88666,2015-01-14,3,18.97,56.73,10,9.54,-9.163599999999999,0.37
88668,2015-05-17,12,4.06,64.41,2,6.89,12.706000000000017,0.6
88668,2015-05-17,37,9.49,344.57,7,5.76,7.7151600000000045,0.39
90962,2015-04-29,8,34.76,279.01,4,5.49,192.5169,0.6
90961,2015-01-06,6,100.98,614.99,2,35.84,-134.912,0.62
91513,2015-04-06,9,8.34,76.23,0,4.82,-5.05,0.4
88753,2015-06-21,16,6.48,99.92,9,9.68,-204.16,0.36
86867,2015-03-11,9,8.6,79.4,6,6.19,-46.115,0.38
86869,2015-06-19,1,14.42,15.49,10,6.75,-20.104,0.52
86868,2015-06-01,2,9.11,18.59,4,2.25,-3.496,0.52
86868,2015-06-01,13,64.65,834.08,7,35.0,-717.072,0.8
86870,2015-03-06,8,6.48,50.88,9,6.86,-62.23,0.37
89909,2015-01-06,6,150.98,958.46,1,30.0,131.382,0.74
89909,2015-01-06,12,28.28,368.84,1,13.99,-89.292,0.58
89909,2015-01-06,1,35.99,30.86,3,1.1,-211.036,0.55
89910,2015-03-28,11,50.98,568.25,4,6.5,-13.28,0.73
89910,2015-03-28,19,6.48,126.66,2,5.14,-48.68,0.37
90048,2015-04-29,3,35.99,93.82,3,5.0,-184.548,0.85
40547,2015-01-09,54,179.99,8332.91,6,13.99,1220.03784,0.57
90244,2015-05-21,1,5.84,5.9,9,0.83,-2.87,0.49
89257,2015-01-12,13,6.24,80.23,4,5.22,4.3809,0.6
89257,2015-01-12,8,260.98,2044.9,9,41.91,-100.744,0.59
89258,2015-05-21,4,11.97,53.3,0,4.98,3.384000000000004,0.58
89259,2015-05-25,3,6.98,21.93,1,1.6,0.3460000000000001,0.38
90271,2015-02-22,5,5.18,28.46,1,2.04,-17.654,0.36
90270,2015-01-24,6,14.42,89.91,1,6.75,-13.826,0.52
89770,2015-01-09,11,11.66,138.51,0,8.99,-203.67000000000002,0.59
88569,2015-03-07,7,6.08,41.96,7,0.91,19.57,0.51
88568,2015-02-25,6,50.98,300.63,10,22.24,98.12,0.55
88569,2015-03-07,13,19.9,240.46,8,5.29,107.11,0.4
88569,2015-03-07,21,3.36,74.08,2,6.27,-216.154,0.4
88571,2015-04-30,4,1.26,5.28,6,0.7,-6.6096,0.81
88570,2015-03-16,12,4.24,50.83,5,5.41,-89.217,0.35
88571,2015-04-30,22,1.76,39.26,6,0.7,1.2236,0.56
88571,2015-04-30,23,24.98,606.51,2,8.79,4.3148,0.66
88571,2015-04-30,2,35.99,64.89,5,5.99,-125.83296,0.38
90674,2015-05-27,18,14.2,267.2,3,5.3,122.21,0.46
90675,2015-02-26,12,6.48,86.79,4,5.16,-11.1332,0.37
91194,2015-02-25,10,29.18,292.37,4,8.55,201.7353,0.42
91194,2015-02-25,8,80.98,682.79,0,35.0,-684.78,0.83
91195,2015-03-06,20,6.48,125.77,6,8.88,-237.47,0.37
91195,2015-03-06,12,349.45,3918.98,9,60.0,-2946.051,
90577,2015-03-15,2,14.2,31.24,3,5.3,21.5556,0.46
90578,2015-05-20,12,5.94,74.77,1,9.92,-239.315,0.38
90578,2015-05-20,18,6.48,127.81,0,5.11,-33.31,0.37
89059,2015-02-21,18,4.37,78.59,4,5.15,-74.47959999999999,0.59
89059,2015-02-21,4,155.99,497.11,9,8.99,-232.22056000000003,0.58
86153,2015-03-25,5,5.68,27.02,7,1.39,18.6438,0.38
86153,2015-03-25,1,22.84,27.67,6,11.54,-31.24,0.39
89537,2015-05-24,41,25.98,1033.56,6,14.36,55.888000000000034,0.6
89536,2015-01-05,11,1.81,19.97,8,0.75,1.3224,0.58
89536,2015-01-05,6,125.99,660.03,4,5.26,455.42069999999995,0.55
14596,2015-01-10,24,8.34,199.12,1,0.96,29.332,0.43
14596,2015-01-10,19,3.28,63.14,6,3.97,-86.0,0.56
38529,2015-02-02,38,1.14,44.85,2,0.7,-0.49,0.38
90166,2015-01-10,6,8.34,49.78,1,0.96,34.3482,0.43
90166,2015-01-10,5,3.28,16.62,6,3.97,-66.65,0.56
90167,2015-06-20,11,47.98,517.68,6,3.61,35.955,0.71
33635,2015-01-12,6,90.97,573.31,4,28.0,-173.0952,0.38
33635,2015-01-12,5,20.34,140.23,7,35.0,-96.16,0.84
9606,2015-01-27,47,12.53,594.44,2,0.49,263.4,0.38
9606,2015-01-27,44,5.18,228.5,7,2.04,37.31,0.36
86263,2015-01-12,2,90.97,191.1,4,28.0,-173.0952,0.38
86263,2015-01-12,1,20.34,28.05,7,35.0,-96.16,0.84
86264,2015-01-27,12,12.53,151.77,2,0.49,104.7213,0.38
86264,2015-01-27,11,5.18,57.13,7,2.04,37.31,0.36
90806,2015-03-12,18,5.98,116.92,0,1.49,80.67479999999999,0.39
86459,2015-02-26,5,35.99,151.6,9,5.99,114.3165,0.38
86460,2015-06-17,12,2.6,31.73,9,2.4,1107.408,0.58
90187,2015-05-14,15,5.28,85.26,0,5.61,-149.212,0.4
90185,2015-01-31,2,7.64,16.6,5,5.83,-21.018,0.36
90185,2015-01-31,10,218.75,2285.41,4,69.64,-655.5298750000001,0.72
90186,2015-04-04,8,59.76,513.52,1,9.71,354.32879999999994,0.57
86356,2015-01-04,1,350.98,346.52,6,30.0,-489.4156,0.61
86357,2015-01-04,3,161.55,499.31,5,19.99,35.31,0.66
90492,2015-04-12,2,35.51,73.1,5,6.31,6.11,0.58
90493,2015-05-20,39,58.14,2115.06,9,36.61,187.41200000000026,0.61
90492,2015-04-12,6,8.34,47.95,10,2.64,-6.34,0.59
90491,2015-03-27,9,15.98,134.38,10,4.0,92.72219999999999,0.37
90492,2015-04-12,9,8.04,76.77,3,8.94,-160.2755,0.4
87135,2015-05-20,14,65.99,782.0,1,8.99,396.972,0.56
87134,2015-04-06,7,2.18,15.73,3,1.38,-7.04,0.44
87134,2015-04-06,10,170.98,1719.07,1,35.89,538.52,0.66
90588,2015-02-17,1,6.04,8.41,5,2.14,-4.14,0.38
90589,2015-06-27,17,5.98,104.95,5,5.46,-31.885,0.36
90589,2015-06-27,3,65.99,166.59,1,3.99,-95.21050000000001,0.59
90844,2015-04-14,4,100.98,396.19,9,35.84,-193.58,0.62
86567,2015-03-06,3,31.74,98.7,3,12.62,-4.300999999999994,0.37
86566,2015-03-01,20,90.98,1782.44,9,56.2,-1570.32,0.74
86565,2015-01-11,5,14.2,72.11,8,5.3,27.23,0.46
9285,2015-01-02,3,40.98,124.81,6,2.99,-19.099200000000003,0.36
8257,2015-03-22,18,48.04,881.32,2,5.09,373.67,0.37
89083,2015-01-02,1,40.98,41.6,6,2.99,-14.80188,0.36
89084,2015-03-22,1,1500.97,1497.22,5,29.7,-2561.3235,0.57
89084,2015-03-22,5,48.04,244.81,2,5.09,168.91889999999998,0.37
89084,2015-03-22,1,4.28,4.55,3,1.6,-6.2,0.58
90771,2015-02-12,4,7.31,27.63,10,0.49,19.0647,0.38
90771,2015-02-12,5,6.7,31.21,8,1.56,10.56,0.52
91581,2015-03-22,8,145.45,1214.03,1,17.85,837.6806999999999,0.56
89401,2015-02-04,1,2.94,3.51,3,0.96,-4.2,0.58
89402,2015-02-24,1,124.49,120.12,5,51.94,-44.1636,0.63
17636,2015-02-04,2,2.94,7.01,3,0.96,-4.2,0.58
86173,2015-04-20,8,170.98,1452.18,0,35.89,-102.662,0.66
87259,2015-02-28,2,284.98,619.38,3,69.55,-116.584,0.6
87259,2015-02-28,1,12.99,18.69,0,14.37,12.8961,0.73
87260,2015-04-04,3,2.22,8.8,10,5.0,-21.3192,0.55
87258,2015-02-05,12,37.76,477.2,0,12.9,93.8468,0.57
90201,2015-04-27,10,300.97,2848.38,9,7.18,17.772,0.48
89432,2015-02-19,9,4.28,38.58,5,5.17,-104.57,0.4
89433,2015-03-14,2,400.98,810.47,10,76.37,-969.0483660000001,0.6
89434,2015-05-10,9,7.64,72.83,9,5.83,4.032000000000004,0.36
89431,2015-01-24,1,67.84,63.66,8,0.99,-23.6344,0.58
89433,2015-03-14,3,45.19,127.22,8,1.99,-71.83,0.55
89433,2015-03-14,12,33.98,432.44,3,19.99,-0.7400000000000091,0.55
90043,2015-03-04,1,10.14,12.18,6,2.27,-3.88,0.36
90044,2015-02-27,23,40.99,950.43,2,17.48,551.0928,0.36
88371,2015-05-25,8,3.15,25.37,1,0.49,17.5053,0.37
88372,2015-06-19,14,550.98,6963.67,10,45.7,818.546175,0.71
88387,2015-03-01,6,28.48,160.17,9,1.99,-17.15,0.4
88387,2015-03-01,3,2.08,7.47,0,5.33,-29.540000000000003,0.43
88387,2015-03-01,10,45.99,370.81,6,4.99,-329.784,0.56
88388,2015-03-05,11,10.91,119.99,8,2.99,-2.1,0.38
88390,2015-03-18,14,43.98,650.7,0,8.99,829.467,0.58
88389,2015-06-12,1,6.48,11.41,2,7.86,111.222,0.37
88391,2015-04-08,19,35.89,680.39,5,14.72,22.866,0.4
88391,2015-04-08,6,11.48,75.52,0,5.43,115.728,0.36
88632,2015-03-07,5,517.48,2354.54,9,16.63,909.36,0.59
88634,2015-02-06,20,4.13,79.06,7,5.04,-76.4244,0.38
88634,2015-02-06,14,4.48,65.14,0,2.5,8.732,0.37
88633,2015-05-15,16,39.06,640.71,2,10.55,442.0899,0.37
88633,2015-05-15,18,37.7,659.6,10,2.99,455.12399999999997,0.35
89005,2015-02-07,22,65.99,1137.6,8,5.92,624.4016399999999,0.58
89008,2015-05-29,26,5.98,151.55,10,3.85,18.92200000000001,0.68
89008,2015-05-29,22,2.61,57.03,7,0.5,39.350699999999996,0.39
89004,2015-03-12,5,73.98,347.23,10,4.0,-229.87,0.79
89004,2015-03-12,9,51.98,478.23,5,10.17,329.9787,0.37
89006,2015-03-29,13,7.08,93.82,7,2.35,30.49,0.47
89007,2015-05-08,20,83.1,1670.33,5,6.13,1152.5276999999999,0.45
90710,2015-03-13,1,125.99,100.59,7,2.5,-604.4060000000001,0.6
90710,2015-03-13,6,99.99,598.38,3,19.99,293.66,0.52
90641,2015-06-16,5,7.64,39.36,10,5.83,-403.18739999999997,0.36
87846,2015-04-17,6,55.94,322.77,6,4.0,-13.77,0.74
87846,2015-04-17,11,6.3,65.09,7,0.5,44.9121,0.39
87847,2015-05-16,6,14.42,98.96,0,6.75,9.33,0.52
28001,2015-06-14,62,209.84,13546.94,2,21.21,2593.14,0.59
28001,2015-06-14,32,194.3,6401.65,1,11.54,1162.76,0.59
47813,2015-02-27,90,6.68,617.4,0,5.66,-76.94,0.37
89389,2015-02-27,23,6.68,157.78,0,5.66,-40.0088,0.37
90069,2015-05-25,4,5.44,26.31,3,7.46,-51.704,0.36
90069,2015-05-25,8,26.38,209.78,8,5.58,144.7482,0.39
90069,2015-05-25,1,20.99,17.83,6,2.5,-112.189,0.81
58628,2015-03-24,23,138.75,2527.79,9,52.42,-445.97177625000006,0.74
57061,2015-05-30,20,6.3,121.87,7,0.5,4.1674,0.39
91354,2015-03-24,6,138.75,659.42,9,52.42,-335.31712500000003,0.74
91355,2015-05-30,18,22.38,403.53,4,15.1,16.021800000000013,0.38
91355,2015-05-30,3,17.78,55.17,6,5.03,38.067299999999996,0.54
88899,2015-02-18,23,15.99,377.44,1,13.18,-99.43544000000001,0.37
87109,2015-03-16,12,22.84,286.4,4,16.87,-97.28,0.39
87110,2015-05-14,41,15.94,664.34,2,5.45,139.61200000000002,0.55
89631,2015-03-27,3,150.89,473.53,1,60.2,-505.76,0.77
86422,2015-03-09,11,19.23,220.92,4,6.15,152.43479999999997,0.44
88461,2015-05-08,14,13.9,196.41,8,7.59,9.862000000000009,0.56
88460,2015-03-31,1,55.99,54.08,7,5.0,-232.991,0.83
86122,2015-01-05,6,7.64,47.18,5,5.83,-40.2752,0.36
86123,2015-04-24,3,9.06,30.87,4,9.86,-53.25,0.4
86124,2015-05-13,10,30.42,309.05,6,8.65,-159.25,0.74
86124,2015-05-13,8,37.94,299.3,2,5.08,206.517,0.38
86123,2015-04-24,3,14.27,45.24,4,7.27,2.125,0.38
91488,2015-05-05,3,15.14,51.02,2,4.53,5.8840000000000074,0.81
90977,2015-04-10,7,328.14,2291.39,5,91.05,772.04,0.57
27456,2015-04-10,29,328.14,9492.92,5,91.05,772.04,0.57
20261,2015-05-20,52,6.35,318.47,4,1.02,81.91,0.39
646,2015-05-21,61,9.31,586.96,1,3.98,-10.9,0.56
45824,2015-06-06,81,140.81,11272.77,8,24.49,1232.79,0.57
86411,2015-05-21,15,9.31,144.33,1,3.98,2.1800000000000015,0.56
86409,2015-05-20,9,31.74,270.55,9,12.62,67.1075,0.37
86409,2015-05-20,13,6.35,79.62,4,1.02,54.937799999999996,0.39
86409,2015-05-20,8,65.99,479.79,2,8.99,168.237,0.56
86410,2015-06-29,13,8.37,108.99,8,10.16,-169.232,0.59
90832,2015-04-02,12,300.98,3527.82,3,54.92,1272.5808,0.55
90832,2015-04-02,2,2550.14,4698.21,2,29.7,-5390.738892,0.57
90833,2015-04-06,14,2.89,43.08,1,0.5,29.725199999999997,0.38
90833,2015-04-06,5,55.99,258.93,0,5.0,-187.11,0.8
86768,2015-02-05,4,64.65,277.6,6,35.0,-139.2872,0.8
86767,2015-02-07,8,19.98,168.04,4,8.68,108.0,0.37
86767,2015-02-07,7,125.99,703.46,8,7.69,377.154,0.58
87015,2015-03-15,14,7.3,103.61,3,7.72,-127.052,0.38
87016,2015-06-20,22,175.99,3144.56,9,4.99,2169.7464,0.59
87016,2015-06-20,18,160.98,2653.02,9,35.02,-229.93,0.72
87221,2015-02-24,16,4.06,66.81,2,6.89,-93.73519999999999,0.6
87222,2015-06-22,19,4.71,90.52,4,0.7,4.53,0.8
87222,2015-06-22,13,4.2,55.97,6,2.26,9.78,0.36
32037,2015-02-16,37,8.6,311.66,4,6.19,-63.813500000000005,0.38
32037,2015-02-16,15,699.99,9862.51,7,24.49,325.29,0.54
49125,2015-03-29,29,5.78,177.41,5,7.64,-116.05,0.36
13735,2015-05-21,52,7.64,406.91,2,1.39,117.38,0.36
39430,2015-06-13,44,30.98,1332.09,3,6.5,-144.2,0.79
57794,2015-01-26,19,4.98,105.5,2,6.07,-46.92,0.36
88103,2015-05-21,13,7.64,101.73,2,1.39,70.19369999999999,0.36
88101,2015-02-10,6,6.37,37.7,6,5.19,-48.2195,0.38
88102,2015-02-16,9,8.6,75.81,4,6.19,-63.813500000000005,0.38
88102,2015-02-16,4,699.99,2630.0,7,24.49,325.29,0.54
88104,2015-06-13,11,30.98,333.02,3,6.5,-115.35999999999999,0.79
88105,2015-01-26,5,4.98,27.76,2,6.07,-46.92,0.36
87940,2015-01-02,15,270.97,3855.28,9,28.06,2660.1432,0.56
86574,2015-02-16,1,160.98,192.49,2,30.0,-51.116,0.62
86573,2015-01-04,7,363.25,2560.55,5,19.99,1766.7795,0.57
86575,2015-06-06,11,18.97,227.67,1,9.54,85.875,0.37
91344,2015-06-09,1,7.59,8.83,5,4.0,6.0927,0.42
90853,2015-01-02,4,9.11,34.41,9,2.15,20.2996,0.4
90853,2015-01-02,11,15.04,157.27,8,1.97,108.5163,0.39
90855,2015-02-14,7,175.99,1013.84,6,8.99,48.47148,0.57
90854,2015-05-20,1,100.98,110.75,4,35.84,-152.76,0.62
87520,2015-06-02,19,9.78,181.46,9,1.39,125.20739999999999,0.39
87520,2015-06-02,6,200.99,1076.3,0,8.08,281.5344,0.59
89787,2015-04-09,2,4.48,21.46,3,49.0,64.26599999999999,0.6
89787,2015-04-09,10,350.99,3506.78,6,39.0,-302.6156,0.55
89787,2015-04-09,7,40.98,267.69,9,6.5,5.6916,0.74
89787,2015-04-09,7,349.45,2307.26,9,60.0,-369.10999999999996,
86913,2015-05-23,15,2.61,39.15,7,0.5,27.013499999999997,0.39
86914,2015-06-29,9,35.99,266.95,4,3.3,184.19549999999998,0.39
85938,2015-03-21,3,6783.02,20552.55,0,24.49,4.109999999999999,0.39
85940,2015-04-10,8,11.7,87.8,8,6.96,28.566,0.5
85939,2015-04-09,10,400.97,3741.39,7,48.26,2581.5590999999995,0.36
87584,2015-06-17,14,10.89,149.32,6,4.5,-25.112000000000002,0.59
87584,2015-06-17,16,10.64,177.01,3,5.16,17.376,0.57
87584,2015-06-17,4,7.96,35.16,3,4.95,24.260399999999997,0.41
87587,2015-06-28,3,28.53,88.84,3,1.49,59.44049999999999,0.38
5984,2015-06-17,63,10.64,696.96,3,5.16,14.48,0.57
5984,2015-06-17,17,7.96,149.41,3,4.95,22.25,0.41
29350,2015-02-25,85,52.4,4556.63,5,16.11,592.5265,0.39
29350,2015-02-25,83,36.55,2948.61,5,13.89,232.8,0.41
38852,2015-05-01,85,5.98,517.85,3,1.49,38.08,0.39
11206,2015-06-28,48,49.99,2373.32,9,19.99,-17.03,0.41
11206,2015-06-28,11,28.53,325.73,3,1.49,39.626999999999995,0.38
87586,2015-05-01,21,5.98,127.94,3,1.49,20.495999999999995,0.39
87583,2015-03-18,4,355.98,1350.94,8,58.92,103.83,0.64
87585,2015-02-25,5,15.14,75.17,10,4.53,-24.8976,0.81
87585,2015-02-25,21,52.4,1125.76,5,16.11,776.7743999999999,0.39
87585,2015-02-25,21,36.55,746.03,5,13.89,344.544,0.41
87587,2015-06-28,12,49.99,593.33,9,19.99,-8.515,0.41
88598,2015-02-01,4,3.08,13.05,1,0.5,9.0045,0.37
88600,2015-01-15,12,4.91,58.95,8,4.97,-99.7625,0.38
88600,2015-01-15,1,3499.99,3672.89,1,24.49,-3061.82,0.37
88599,2015-02-04,13,29.89,374.81,7,1.99,258.6189,0.5
88599,2015-02-04,5,8.34,43.27,3,4.82,-6.71,0.4
88600,2015-01-15,2,5.84,11.74,3,1.2,-0.009999999999999787,0.55
54595,2015-04-28,41,130.98,5258.94,9,30.0,-421.76,0.78
90800,2015-04-28,8,8.34,66.74,2,2.64,6.79,0.59
90800,2015-04-28,10,130.98,1282.67,9,30.0,-421.76,0.78
55874,2015-02-16,28,7.1,208.83,0,6.05,-60.145,0.39
55874,2015-02-16,41,4.98,228.3,1,4.62,-111.72,0.64
55874,2015-02-16,24,5.68,129.53,6,1.39,33.01,0.38
90378,2015-02-16,10,4.98,55.68,1,4.62,-111.72,0.64
89375,2015-04-09,5,120.98,568.24,10,9.07,297.45716,0.35
89375,2015-04-09,1,152.48,162.91,2,6.5,-564.6024,0.74
89376,2015-06-04,1,99.99,97.65,9,19.99,-161.475,0.52
89376,2015-06-04,6,205.99,1018.61,4,5.26,-0.81400000000001,0.56
86075,2015-01-31,9,128.24,1145.6,3,12.65,790.4639999999998,
86076,2015-03-29,3,7.38,24.52,2,5.21,7.74,0.56
86077,2015-05-25,20,300.98,5775.81,5,13.99,3985.3089,0.39
86077,2015-05-25,11,205.99,1878.24,4,5.0,13.956800000000015,0.59
86075,2015-01-31,10,160.98,1634.67,1,30.0,788.79,0.62
90880,2015-03-16,23,387.99,9280.72,0,19.99,-70.14,0.38
90881,2015-03-25,7,200.97,1348.83,6,15.59,531.6179999999999,0.36
36452,2015-04-05,26,22.38,564.98,10,15.1,-107.5135,0.38
36452,2015-04-05,18,6.98,129.48,4,2.83,46.01,0.37
46853,2015-05-22,32,256.99,8216.28,3,11.25,1489.8,0.51
91555,2015-04-05,7,22.38,152.11,10,15.1,-107.5135,0.38
91555,2015-04-05,5,6.98,35.97,4,2.83,24.8193,0.37
87877,2015-04-09,21,3.89,85.64,0,7.01,-255.1689,0.37
87877,2015-04-09,22,120.98,2508.15,9,30.0,74.0048,0.64
87877,2015-04-09,8,30.98,225.62,10,5.76,109.42479999999999,0.4
89981,2015-04-23,13,46.89,610.65,2,5.1,421.34849999999994,0.46
89981,2015-04-23,5,140.98,699.24,5,36.09,-373.09,0.77
89981,2015-04-23,12,212.6,2346.03,10,110.2,-3465.072,0.73
89982,2015-05-21,16,2.08,33.77,4,1.49,-11.281500000000001,0.36
89983,2015-03-12,2,80.98,172.79,6,35.0,-218.77,0.81
89984,2015-03-24,5,3.95,19.66,6,2.0,-9.68,0.53
86535,2015-05-22,5,115.99,604.35,1,56.14,-164.39520000000002,0.4
86536,2015-04-24,1,2.52,3.13,4,1.92,-8.208,0.82
86534,2015-04-20,9,3.69,38.65,3,2.5,-2196.684,0.39
89730,2015-05-07,5,73.98,378.23,2,14.52,43.53800000000001,0.65
89729,2015-06-11,1,5.28,7.15,5,6.26,-11.376000000000001,0.4
89514,2015-02-10,2,13.99,29.85,1,7.51,533.742,0.39
89515,2015-05-12,3,128.24,366.44,8,12.65,-379.344,
89515,2015-05-12,11,5.98,69.75,4,4.38,-1522.3039999999999,0.75
88410,2015-04-09,8,125.99,852.53,7,7.69,588.2456999999999,0.59
88411,2015-05-01,7,34.23,219.66,10,5.02,151.56539999999998,0.55
90114,2015-03-01,2,40.98,81.9,7,7.47,54.901500000000006,0.37
90115,2015-03-05,5,442.14,2343.34,0,14.7,501.51,0.56
19042,2015-03-01,8,40.98,327.61,7,7.47,54.901500000000006,0.37
89112,2015-01-24,8,238.4,1774.5,10,24.49,875.2844,
89112,2015-01-24,5,199.99,1054.69,3,24.49,727.7361,0.46
29319,2015-01-24,30,238.4,6654.39,10,24.49,460.67600000000004,
29319,2015-01-24,21,199.99,4429.69,3,24.49,393.41999999999996,0.46
90662,2015-02-12,6,150.98,878.34,4,13.99,606.0545999999999,0.38
90662,2015-02-12,4,176.19,676.57,4,11.87,320.1,0.62
87003,2015-02-19,12,39.48,459.55,3,1.99,317.0895,0.54
87005,2015-02-19,9,65.99,536.9,1,5.31,250.36272000000002,0.57
87004,2015-04-23,3,2.88,8.74,8,0.5,6.0306,0.39
87002,2015-02-17,3,62.18,182.33,4,10.84,125.8077,0.63
91451,2015-06-30,16,8.33,131.26,4,1.99,44.891999999999996,0.52
22755,2015-03-30,45,5.34,240.6,4,2.99,3.4509999999999996,0.38
22755,2015-03-30,5,55.99,236.88,6,5.0,-275.253,0.8
27013,2015-01-05,34,80.98,2710.47,5,35.0,-746.44,0.81
27013,2015-01-05,31,279.48,8354.73,5,35.0,-274.95,0.8
87602,2015-03-30,9,4.91,48.3,0,5.68,-95.0475,0.36
87602,2015-03-30,11,5.34,58.81,4,2.99,3.4509999999999996,0.38
87602,2015-03-30,1,55.99,47.38,6,5.0,-275.253,0.8
87603,2015-01-05,8,80.98,637.76,5,35.0,-746.44,0.81
87603,2015-01-05,8,279.48,2156.06,5,35.0,-274.95,0.8
91244,2015-02-10,16,55.99,761.16,2,3.3,525.2004,0.59
21636,2015-02-10,29,22.38,682.68,0,15.1,-52.647,0.38
21636,2015-02-10,11,5.98,73.44,7,4.69,-24.44,0.68
21636,2015-02-10,63,55.99,2997.07,2,3.3,366.507,0.59
24455,2015-06-06,76,3.98,282.85,7,0.83,27.38,0.51
91244,2015-02-10,3,5.98,20.03,7,4.69,-12.708800000000002,0.68
91245,2015-06-06,4,20.89,84.56,0,1.99,-5.295,0.48
91245,2015-06-06,19,3.98,70.71,7,0.83,41.07,0.51
89686,2015-04-30,21,2.62,51.86,10,0.8,-94.4909,0.39
88233,2015-04-17,4,12.2,56.24,0,6.02,-172.298,0.43
88232,2015-01-27,7,110.99,627.78,10,8.99,3285.48,0.57
88234,2015-04-30,16,17.67,283.44,5,8.99,46.0368,0.47
91209,2015-02-11,2,4.13,8.3,10,0.99,-1.0712000000000002,0.39
91209,2015-02-11,2,4.98,10.04,4,0.49,4.4104,0.39
88184,2015-06-03,9,125.99,981.65,3,7.69,500.95799999999997,0.58
