Order ID,Order Date,Order Priority,Product Category,Product Sub-Category,Product Name,Quantity ordered new,Product Container,Ship Mode,Ship Date
32420,2015-01-29,Medium,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",42,Small Pack,Regular Air,2015-01-31
32420,2015-01-29,Medium,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,23,Jumbo Drum,Delivery Truck,2015-01-31
3042,2015-05-20,Medium,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",88,Wrap Bag,Regular Air,2015-05-21
87980,2015-05-20,Medium,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",22,Wrap Bag,Regular Air,2015-05-21
87977,2015-04-23,Medium,Office Supplies,Paper,Xerox 1954,1,Small Box,Regular Air,2015-04-24
87979,2015-06-30,High,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",8,Wrap Bag,Regular Air,2015-07-01
87979,2015-06-30,High,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",6,Wrap Bag,Regular Air,2015-07-01
87979,2015-06-30,High,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,7,Small Box,Regular Air,2015-07-03
87978,2015-06-06,Critical,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,15,Wrap Bag,Regular Air,2015-06-08
89344,2015-02-28,Not Specified,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,14,Small Pack,Regular Air,2015-03-02
89344,2015-02-28,Not Specified,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,2,Small Box,Regular Air,2015-03-02
91053,2015-06-24,Not Specified,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",6,Small Box,Regular Air,2015-06-25
91053,2015-06-24,Not Specified,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,15,Wrap Bag,Express Air,2015-06-26
91054,2015-04-11,Medium,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",1,Small Box,Regular Air,2015-04-13
90359,2015-03-15,Medium,Technology,Telephones and Communication,SC7868i,1,Small Box,Regular Air,2015-03-16
90359,2015-03-15,Medium,Technology,Computer Peripherals,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",4,Small Box,Regular Air,2015-03-16
90362,2015-04-26,High,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,12,Large Box,Regular Air,2015-04-27
90361,2015-06-15,Not Specified,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,6,Jumbo Drum,Delivery Truck,2015-06-17
90360,2015-06-07,Low,Office Supplies,Paper,Xerox 1937,12,Small Box,Regular Air,2015-06-14
90361,2015-06-15,Not Specified,Furniture,Bookcases,"Hon Metal Bookcases, Putty",4,Jumbo Box,Delivery Truck,2015-06-16
90361,2015-06-15,Not Specified,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,15,Small Box,Regular Air,2015-06-17
87725,2015-01-28,Low,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,1,Small Box,Regular Air,2015-02-06
87725,2015-01-28,Low,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,9,Small Box,Regular Air,2015-02-01
87726,2015-01-17,Medium,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,13,Jumbo Box,Delivery Truck,2015-01-19
87727,2015-05-25,Low,Technology,Telephones and Communication,SC7868i,20,Small Box,Regular Air,2015-06-02
87726,2015-01-17,Medium,Technology,Computer Peripherals,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",3,Small Pack,Regular Air,2015-01-19
91200,2015-01-12,Not Specified,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer®,10,Small Box,Regular Air,2015-01-13
91201,2015-02-27,Low,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",3,Jumbo Box,Delivery Truck,2015-03-06
90438,2015-03-11,Critical,Office Supplies,Labels,Avery 479,1,Small Box,Express Air,2015-03-11
90438,2015-03-11,Critical,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",22,Wrap Bag,Regular Air,2015-03-13
90437,2015-06-04,High,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,4,Jumbo Box,Delivery Truck,2015-06-05
90439,2015-04-12,Low,Technology,Office Machines,Epson C82 Color Inkjet Printer,2,Jumbo Drum,Delivery Truck,2015-04-19
90258,2015-02-11,Not Specified,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",1,Wrap Bag,Regular Air,2015-02-13
86639,2015-05-29,Low,Technology,Telephones and Communication,Accessory39,5,Small Pack,Regular Air,2015-06-05
87525,2015-04-27,Not Specified,Technology,Telephones and Communication,5170i,12,Small Box,Regular Air,2015-04-29
86279,2015-01-30,Critical,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",11,Small Pack,Regular Air,2015-02-01
88667,2015-03-19,Critical,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,14,Small Box,Regular Air,2015-03-19
88667,2015-03-19,Critical,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,3,Small Box,Regular Air,2015-03-21
88667,2015-03-19,Critical,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,5,Large Box,Regular Air,2015-03-21
88666,2015-01-14,Critical,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7,Small Box,Regular Air,2015-01-16
88666,2015-01-14,Critical,Office Supplies,Paper,Xerox 1939,3,Small Box,Express Air,2015-01-16
88668,2015-05-17,Low,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,12,Small Box,Express Air,2015-05-21
88668,2015-05-17,Low,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",37,Medium Box,Regular Air,2015-05-21
90962,2015-04-29,High,Office Supplies,Storage & Organization,Home/Office Personal File Carts,8,Small Box,Regular Air,2015-04-30
90961,2015-01-06,Low,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",6,Jumbo Box,Delivery Truck,2015-01-06
91513,2015-04-06,Medium,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,9,Small Box,Regular Air,2015-04-07
88753,2015-06-21,Not Specified,Office Supplies,Paper,Xerox 1993,16,Small Box,Regular Air,2015-06-22
86867,2015-03-11,Not Specified,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,9,Small Box,Regular Air,2015-03-12
86869,2015-06-19,Not Specified,Office Supplies,Appliances,Holmes Odor Grabber,1,Medium Box,Regular Air,2015-06-22
86868,2015-06-01,Not Specified,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,2,Wrap Bag,Regular Air,2015-06-04
86868,2015-06-01,Not Specified,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,13,Large Box,Regular Air,2015-06-03
86870,2015-03-06,Low,Office Supplies,Paper,Xerox 204,8,Small Box,Regular Air,2015-03-08
89909,2015-01-06,Not Specified,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,6,Jumbo Drum,Delivery Truck,2015-01-08
89909,2015-01-06,Not Specified,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,12,Medium Box,Express Air,2015-01-08
89909,2015-01-06,Not Specified,Technology,Telephones and Communication,Accessory35,1,Small Box,Regular Air,2015-01-07
89910,2015-03-28,Low,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,11,Small Box,Regular Air,2015-04-03
89910,2015-03-28,Low,Office Supplies,Paper,Xerox 23,19,Small Box,Regular Air,2015-03-30
90048,2015-04-29,Medium,Technology,Telephones and Communication,Accessory27,3,Small Box,Regular Air,2015-04-30
40547,2015-01-09,Critical,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,54,Medium Box,Express Air,2015-01-11
90244,2015-05-21,Low,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,1,Wrap Bag,Regular Air,2015-05-25
89257,2015-01-12,Low,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,13,Small Box,Regular Air,2015-01-17
89257,2015-01-12,Low,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",8,Jumbo Box,Delivery Truck,2015-01-19
89258,2015-05-21,Critical,Office Supplies,Appliances,Staples 6 Outlet Surge,4,Small Box,Regular Air,2015-05-24
89259,2015-05-25,Medium,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",3,Wrap Bag,Regular Air,2015-05-26
90271,2015-02-22,Not Specified,Office Supplies,Paper,Array® Memo Cubes,5,Wrap Bag,Regular Air,2015-02-24
90270,2015-01-24,High,Office Supplies,Appliances,Holmes Odor Grabber,6,Medium Box,Regular Air,2015-01-24
89770,2015-01-09,High,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,11,Small Pack,Express Air,2015-01-11
88569,2015-03-07,Not Specified,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,7,Wrap Bag,Regular Air,2015-03-08
88568,2015-02-25,Low,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",6,Large Box,Regular Air,2015-02-27
88569,2015-03-07,Not Specified,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",13,Medium Box,Regular Air,2015-03-09
88569,2015-03-07,Not Specified,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,21,Small Box,Regular Air,2015-03-09
88571,2015-04-30,Critical,Office Supplies,Rubber Bands,Bagged Rubber Bands,4,Wrap Bag,Regular Air,2015-04-30
88570,2015-03-16,High,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,12,Small Box,Regular Air,2015-03-18
88571,2015-04-30,Critical,Office Supplies,Pens & Art Supplies,Newell 310,22,Wrap Bag,Regular Air,2015-05-02
88571,2015-04-30,Critical,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,23,Small Box,Regular Air,2015-05-01
88571,2015-04-30,Critical,Technology,Telephones and Communication,Accessory41,2,Wrap Bag,Express Air,2015-05-02
90674,2015-05-27,Critical,Furniture,Office Furnishings,Coloredge Poster Frame,18,Wrap Bag,Regular Air,2015-05-28
90675,2015-02-26,Low,Office Supplies,Paper,Xerox 1985,12,Small Box,Express Air,2015-03-02
91194,2015-02-25,Not Specified,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",10,Small Box,Express Air,2015-02-27
91194,2015-02-25,Not Specified,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",8,Large Box,Regular Air,2015-02-27
91195,2015-03-06,Critical,Office Supplies,Paper,Xerox 224,20,Small Box,Regular Air,2015-03-07
91195,2015-03-06,Critical,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",12,Jumbo Drum,Delivery Truck,2015-03-07
90577,2015-03-15,Not Specified,Furniture,Office Furnishings,Coloredge Poster Frame,2,Wrap Bag,Regular Air,2015-03-17
90578,2015-05-20,Not Specified,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,12,Small Box,Regular Air,2015-05-23
90578,2015-05-20,Not Specified,Office Supplies,Paper,Xerox 231,18,Small Box,Regular Air,2015-05-22
89059,2015-02-21,High,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",18,Small Box,Regular Air,2015-02-22
89059,2015-02-21,High,Technology,Telephones and Communication,CF 688,4,Small Box,Regular Air,2015-02-23
86153,2015-03-25,Critical,Office Supplies,Envelopes,Staples Standard Envelopes,5,Small Box,Regular Air,2015-03-27
86153,2015-03-25,Critical,Office Supplies,Paper,Xerox 1964,1,Small Box,Regular Air,2015-03-27
89537,2015-05-24,Critical,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",41,Jumbo Drum,Delivery Truck,2015-05-25
89536,2015-01-05,Critical,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",11,Jumbo Drum,Regular Air,2015-01-06
89536,2015-01-05,Critical,Technology,Telephones and Communication,232,6,Small Box,Regular Air,2015-01-05
14596,2015-01-10,Critical,Furniture,Office Furnishings,Document Clip Frames,24,Wrap Bag,Regular Air,2015-01-12
14596,2015-01-10,Critical,Office Supplies,Pens & Art Supplies,Newell 337,19,Wrap Bag,Regular Air,2015-01-11
38529,2015-02-02,Low,Office Supplies,Rubber Bands,OIC Thumb-Tacks,38,Wrap Bag,Regular Air,2015-02-02
90166,2015-01-10,Critical,Furniture,Office Furnishings,Document Clip Frames,6,Wrap Bag,Regular Air,2015-01-12
90166,2015-01-10,Critical,Office Supplies,Pens & Art Supplies,Newell 337,5,Wrap Bag,Regular Air,2015-01-11
90167,2015-06-20,Critical,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",11,Small Pack,Regular Air,2015-06-22
33635,2015-01-12,High,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,6,Jumbo Drum,Delivery Truck,2015-01-13
33635,2015-01-12,High,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,5,Large Box,Regular Air,2015-01-13
9606,2015-01-27,Not Specified,Office Supplies,Labels,Round Specialty Laser Printer Labels,47,Small Box,Regular Air,2015-01-27
9606,2015-01-27,Not Specified,Office Supplies,Paper,Array® Memo Cubes,44,Wrap Bag,Express Air,2015-01-29
86263,2015-01-12,High,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,2,Jumbo Drum,Delivery Truck,2015-01-13
86263,2015-01-12,High,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,1,Large Box,Regular Air,2015-01-13
86264,2015-01-27,Not Specified,Office Supplies,Labels,Round Specialty Laser Printer Labels,12,Small Box,Regular Air,2015-01-27
86264,2015-01-27,Not Specified,Office Supplies,Paper,Array® Memo Cubes,11,Wrap Bag,Express Air,2015-01-29
90806,2015-03-12,Not Specified,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,18,Small Box,Regular Air,2015-03-14
86459,2015-02-26,Critical,Technology,Telephones and Communication,Accessory41,5,Wrap Bag,Regular Air,2015-02-27
86460,2015-06-17,Medium,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,12,Wrap Bag,Regular Air,2015-06-19
90187,2015-05-14,Critical,Office Supplies,Paper,Xerox 1954,15,Small Box,Regular Air,2015-05-14
90185,2015-01-31,Not Specified,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",2,Wrap Bag,Regular Air,2015-02-02
90185,2015-01-31,Not Specified,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,10,Jumbo Box,Delivery Truck,2015-02-01
90186,2015-04-04,High,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",8,Small Box,Regular Air,2015-04-06
86356,2015-01-04,High,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1,Jumbo Drum,Delivery Truck,2015-01-05
86357,2015-01-04,Low,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,3,Small Box,Regular Air,2015-01-11
90492,2015-04-12,High,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,2,Small Box,Regular Air,2015-04-14
90493,2015-05-20,Critical,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,39,Jumbo Box,Delivery Truck,2015-05-21
90492,2015-04-12,High,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,6,Small Pack,Regular Air,2015-04-12
90491,2015-03-27,Low,Technology,Computer Peripherals,Logitech Access Keyboard,9,Small Box,Regular Air,2015-04-01
90492,2015-04-12,High,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9,Small Box,Regular Air,2015-04-14
87135,2015-05-20,Not Specified,Technology,Telephones and Communication,5180,14,Small Box,Express Air,2015-05-21
87134,2015-04-06,Critical,Office Supplies,Rubber Bands,Advantus Push Pins,7,Wrap Bag,Regular Air,2015-04-06
87134,2015-04-06,Critical,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",10,Jumbo Box,Delivery Truck,2015-04-08
90588,2015-02-17,Critical,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",1,Wrap Bag,Express Air,2015-02-19
90589,2015-06-27,Not Specified,Office Supplies,Paper,Xerox 1983,17,Small Box,Regular Air,2015-06-27
90589,2015-06-27,Not Specified,Technology,Telephones and Communication,StarTAC 7760,3,Small Box,Regular Air,2015-06-28
90844,2015-04-14,Low,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",4,Jumbo Box,Delivery Truck,2015-04-19
86567,2015-03-06,Not Specified,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,3,Small Box,Regular Air,2015-03-06
86566,2015-03-01,Critical,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,20,Medium Box,Express Air,2015-03-02
86565,2015-01-11,Critical,Furniture,Office Furnishings,Coloredge Poster Frame,5,Wrap Bag,Express Air,2015-01-13
9285,2015-01-02,Critical ,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",3,Small Box,Regular Air,2015-01-04
8257,2015-03-22,Low,Office Supplies,Paper,Xerox 1910,18,Small Box,Regular Air,2015-03-26
89083,2015-01-02,Critical,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",1,Small Box,Regular Air,2015-01-04
89084,2015-03-22,Low,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,1,Jumbo Drum,Delivery Truck,2015-03-22
89084,2015-03-22,Low,Office Supplies,Paper,Xerox 1910,5,Small Box,Regular Air,2015-03-26
89084,2015-03-22,Low,Office Supplies,Pens & Art Supplies,Newell 320,1,Wrap Bag,Regular Air,2015-03-29
90771,2015-02-12,Low,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,4,Small Box,Regular Air,2015-02-21
90771,2015-02-12,Low,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,5,Wrap Bag,Regular Air,2015-02-12
91581,2015-03-22,Not Specified,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,8,Jumbo Drum,Delivery Truck,2015-03-23
89401,2015-02-04,Low,Office Supplies,Pens & Art Supplies,Newell 343,1,Wrap Bag,Regular Air,2015-02-08
89402,2015-02-24,Not Specified,Furniture,Tables,Bevis 36 x 72 Conference Tables,1,Jumbo Box,Delivery Truck,2015-02-24
17636,2015-02-04,Low,Office Supplies,Pens & Art Supplies,Newell 343,2,Wrap Bag,Regular Air,2015-02-08
86173,2015-04-20,Medium,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",8,Jumbo Box,Delivery Truck,2015-04-21
87259,2015-02-28,Low,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,2,Jumbo Drum,Delivery Truck,2015-03-05
87259,2015-02-28,Low,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",1,Large Box,Regular Air,2015-02-28
87260,2015-04-04,Low,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3,Small Box,Regular Air,2015-04-09
87258,2015-02-05,Medium,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",12,Small Box,Regular Air,2015-02-06
90201,2015-04-27,Low,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,10,Small Box,Regular Air,2015-04-27
89432,2015-02-19,High,Office Supplies,Paper,Xerox 1971,9,Small Box,Regular Air,2015-02-19
89433,2015-03-14,High,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2,Jumbo Box,Delivery Truck,2015-03-15
89434,2015-05-10,Low,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",9,Wrap Bag,Regular Air,2015-05-15
89431,2015-01-24,Low,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,1,Small Box,Regular Air,2015-01-29
89433,2015-03-14,High,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",3,Small Pack,Regular Air,2015-03-15
89433,2015-03-14,High,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",12,Small Box,Regular Air,2015-03-15
90043,2015-03-04,Low,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",1,Wrap Bag,Regular Air,2015-03-04
90044,2015-02-27,High,Office Supplies,Paper,Xerox 1893,23,Small Box,Regular Air,2015-02-28
88371,2015-05-25,High,Office Supplies,Labels,Self-Adhesive Removable Labels,8,Small Box,Regular Air,2015-05-27
88372,2015-06-19,High,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,14,Jumbo Box,Delivery Truck,2015-06-21
88387,2015-03-01,Critical,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",6,Small Pack,Regular Air,2015-03-02
88387,2015-03-01,Critical,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,3,Small Box,Regular Air,2015-03-03
88387,2015-03-01,Critical,Technology,Telephones and Communication,KF 788,10,Small Box,Express Air,2015-03-02
88388,2015-03-05,Not Specified,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,11,Small Box,Regular Air,2015-03-06
88390,2015-03-18,Medium,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,14,Small Pack,Regular Air,2015-03-18
88389,2015-06-12,High,Office Supplies,Paper,Xerox 213,1,Small Box,Express Air,2015-06-13
88391,2015-04-08,Medium,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,19,Small Box,Regular Air,2015-04-09
88391,2015-04-08,Medium,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,6,Small Box,Regular Air,2015-04-08
88632,2015-03-07,Critical,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,5,Jumbo Box,Delivery Truck,2015-03-07
88634,2015-02-06,Critical,Office Supplies,Binders and Binder Accessories,"ACCOHIDE® 3-Ring Binder, Blue, 1""",20,Small Box,Regular Air,2015-02-07
88634,2015-02-06,Critical,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes,14,Small Box,Regular Air,2015-02-08
88633,2015-05-15,Critical,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,16,Small Box,Regular Air,2015-05-15
88633,2015-05-15,Critical,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,18,Small Box,Regular Air,2015-05-16
89005,2015-02-07,Not Specified,Technology,Telephones and Communication,i500plus,22,Small Box,Regular Air,2015-02-07
89008,2015-05-29,High,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",26,Small Pack,Regular Air,2015-05-30
89008,2015-05-29,High,Office Supplies,Labels,Avery 494,22,Small Box,Regular Air,2015-06-01
89004,2015-03-12,High,Technology,Computer Peripherals,Keytronic French Keyboard,5,Small Box,Regular Air,2015-03-13
89004,2015-03-12,High,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,9,Medium Box,Regular Air,2015-03-13
89006,2015-03-29,Medium,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,13,Wrap Bag,Express Air,2015-03-30
89007,2015-05-08,Not Specified,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",20,Small Box,Express Air,2015-05-09
90710,2015-03-13,Critical,Technology,Telephones and Communication,i2000,1,Small Box,Regular Air,2015-03-13
90710,2015-03-13,Critical,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,6,Small Box,Regular Air,2015-03-14
90641,2015-06-16,Critical,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",5,Wrap Bag,Regular Air,2015-06-17
87846,2015-04-17,Critical,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",6,Small Box,Regular Air,2015-04-18
87846,2015-04-17,Critical,Office Supplies,Labels,Avery 48,11,Small Box,Regular Air,2015-04-17
87847,2015-05-16,Critical,Office Supplies,Appliances,Holmes Odor Grabber,6,Medium Box,Express Air,2015-05-17
28001,2015-06-14,Critical,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,62,Large Box,Regular Air,2015-06-14
28001,2015-06-14,Critical,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,32,Large Box,Regular Air,2015-06-16
47813,2015-02-27,High,Office Supplies,Paper,Xerox 1923,90,Small Box,Regular Air,2015-02-28
89389,2015-02-27,High,Office Supplies,Paper,Xerox 1923,23,Small Box,Regular Air,2015-02-28
90069,2015-05-25,Not Specified,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,4,Small Box,Express Air,2015-05-27
90069,2015-05-25,Not Specified,Office Supplies,Paper,Xerox 1883,8,Small Box,Regular Air,2015-05-26
90069,2015-05-25,Not Specified,Technology,Telephones and Communication,Accessory37,1,Wrap Bag,Regular Air,2015-05-27
58628,2015-03-24,Medium,Furniture,Tables,Balt Split Level Computer Training Table,23,Jumbo Box,Delivery Truck,2015-03-25
57061,2015-05-30,Low,Office Supplies,Labels,Avery 51,20,Small Box,Regular Air,2015-05-30
91354,2015-03-24,Medium,Furniture,Tables,Balt Split Level Computer Training Table,6,Jumbo Box,Delivery Truck,2015-03-25
91355,2015-05-30,Low,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",18,Small Box,Regular Air,2015-06-07
91355,2015-05-30,Low,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",3,Small Box,Regular Air,2015-06-02
88899,2015-02-18,Critical,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",23,Small Box,Regular Air,2015-02-20
87109,2015-03-16,Low,Office Supplies,Paper,Xerox 1982,12,Small Box,Regular Air,2015-03-16
87110,2015-05-14,Medium,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,41,Small Pack,Regular Air,2015-05-15
89631,2015-03-27,Not Specified,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",3,Jumbo Drum,Delivery Truck,2015-03-30
86422,2015-03-09,High,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",11,Small Pack,Regular Air,2015-03-10
